codigo_ocorrencia,classificacao,tipo,localidade,uf,pais,aerodromo,dia_ocorrencia,horario,sera_investigada,comando_investigador,status_investigacao,numero_relatorio,relatorio_publicado,dia_publicacao,quantidade_recomendacoes,aeronaves_envolvidas,saida_pista,dia_extracao
43321,ACIDENTE,"PERDA DE CONTROLE EM VOO",ITAPORÃ,MS,BRASIL,****,2010-11-25,12:20:00,SIM,SERIPA-4,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
45062,ACIDENTE,"PERDA DE CONTROLE NO SOLO",AVARÉ,SP,BRASIL,****,2011-09-30,18:15:00,SIM,SERIPA-4,FINALIZADA,A-613/CENIPA/2014,1,2015-03-20,2,1,NULL,2016-07-30
42303,"INCIDENTE GRAVE","PANE SECA","CALDAS NOVAS",GO,BRASIL,****,2010-08-07,20:50:00,***,SERIPA-6,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
46448,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO","CALDAS NOVAS",GO,BRASIL,****,2012-10-11,11:00:00,SIM,SERIPA-6,FINALIZADA,IG-181/CENIPA/2013,1,2014-01-08,0,1,NULL,2016-07-30
49616,ACIDENTE,"PERDA DE CONTROLE EM VOO","CALDAS NOVAS",GO,BRASIL,****,2013-09-20,13:45:00,SIM,SERIPA-6,ATIVA,A-168/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
45527,ACIDENTE,"PERDA DE CONTROLE EM VOO",CORUPÁ,SC,BRASIL,****,2012-02-24,11:45:00,SIM,SERIPA-5,FINALIZADA,A-086/CENIPA/2013,1,2013-11-27,0,1,NULL,2016-07-30
43658,ACIDENTE,"PERDA DE CONTROLE EM VOO",CORUPÁ,SC,BRASIL,****,2011-01-03,12:00:00,SIM,SERIPA-5,FINALIZADA,A-102/CENIPA/2012,1,2012-09-20,4,1,NULL,2016-07-30
34518,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","RIO DAS OSTRAS",RJ,BRASIL,****,2008-11-11,14:15:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
46750,ACIDENTE,"ESTOURO DE PNEU","IPIRANGA DO NORTE",MT,BRASIL,****,2012-12-21,17:30:00,SIM,SERIPA-6,FINALIZADA,A-604/CENIPA/2014,1,2014-10-14,0,1,NULL,2016-07-30
53234,ACIDENTE,"FALHA DO MOTOR EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2015-04-10,12:10:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
29916,ACIDENTE,"FALHA DO MOTOR EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2007-06-12,20:35:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
45252,"INCIDENTE GRAVE","OUTROS TIPOS","RIO DE JANEIRO",RJ,BRASIL,****,2011-12-08,23:37:00,SIM,SERIPA-3,ATIVA,IG-005/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
43462,"INCIDENTE GRAVE","DESCOMPRESSÃO NÃO INTENCIONAL /  EXPLOSIVA","RIO DE JANEIRO",RJ,BRASIL,SBGL,2010-12-13,11:00:00,SIM,CENIPA,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
34978,"INCIDENTE GRAVE","OUTROS TIPOS","RIO DE JANEIRO",RJ,BRASIL,SBGL,2008-11-24,04:21:00,SIM,CENIPA,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
53152,"INCIDENTE GRAVE","PERDA DE COMPONENTE EM VOO","RIO DE JANEIRO",RJ,BRASIL,SBRJ,2015-03-10,11:30:00,SIM,SERIPA-3,ATIVA,IG-035/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
43709,"INCIDENTE GRAVE","OUTROS TIPOS","RIO DE JANEIRO",RJ,BRASIL,****,2011-01-24,09:55:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
45415,ACIDENTE,"PERDA DE CONTROLE NO SOLO","RIO DE JANEIRO",RJ,BRASIL,****,2012-01-30,13:55:00,SIM,SERIPA-3,FINALIZADA,A-077/CENIPA/2013,1,2013-10-21,0,1,NULL,2016-07-30
46846,ACIDENTE,"OUTROS TIPOS","RIO DE JANEIRO",RJ,BRASIL,****,2012-08-21,22:35:00,SIM,SERIPA-3,FINALIZADA,"A - 562/CENIPA/2015",1,2016-04-22,0,1,NULL,2016-07-30
29915,ACIDENTE,"PERDA DE CONTROLE NO SOLO","RIO DE JANEIRO",RJ,BRASIL,****,2007-07-05,08:45:00,SIM,SERIPA-3,FINALIZADA,A-029/CENIPA/2009,1,2009-04-30,3,1,NULL,2016-07-30
43869,ACIDENTE,"COLISÃO DE AERONAVES EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2011-02-05,17:15:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,2,NULL,2016-07-30
45091,ACIDENTE,"PERDA DE CONTROLE EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2011-10-04,17:00:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
31975,ACIDENTE,"PERDA DE CONTROLE EM VOO","RIO DE JANEIRO",RJ,BRASIL,SBJR,2008-03-17,14:30:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
50809,ACIDENTE,INDETERMINADA,"RIO DE JANEIRO",RJ,BRASIL,SBRJ,2014-02-18,13:15:00,SIM,SERIPA-3,ATIVA,A-038/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
27729,"INCIDENTE GRAVE","AERONAVE ATINGIDA POR OBJETO","RIO DE JANEIRO",RJ,BRASIL,****,2006-07-12,00:00:00,SIM,CENIPA,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
44661,"INCIDENTE GRAVE","OUTROS TIPOS","RIO DE JANEIRO",RJ,BRASIL,****,2011-06-17,11:59:00,SIM,CENIPA,FINALIZADA,IG-011/CENIPA/2013,1,2013-09-19,10,1,NULL,2016-07-30
43921,ACIDENTE,"FALHA DE SISTEMA / COMPONENTE","RIO DE JANEIRO",RJ,BRASIL,****,2010-12-18,13:15:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
45397,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2012-01-22,19:05:00,SIM,SERIPA-3,FINALIZADA,IG-536/CENIPA/2014,1,2016-04-15,2,1,NULL,2016-07-30
53352,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO","RIO DE JANEIRO",RJ,BRASIL,SBGL,2008-07-06,08:00:00,SIM,CENIPA,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
41750,ACIDENTE,"PERDA DE CONTROLE EM VOO","RIO DE JANEIRO",RJ,BRASIL,SBJR,2010-07-12,19:53:00,SIM,SERIPA-3,FINALIZADA,A-133/CENIPA/2011,1,2011-12-21,3,1,NULL,2016-07-30
44993,ACIDENTE,"FALHA DO MOTOR EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2011-08-22,16:30:00,SIM,SERIPA-3,FINALIZADA,A-622/CENIPA/2014,1,2015-08-21,0,1,NULL,2016-07-30
38420,ACIDENTE,"CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO","RIO DE JANEIRO",RJ,BRASIL,SBJR,2009-08-21,11:20:00,SIM,SERIPA-3,FINALIZADA,A-083/CENIPA/2012,1,2012-08-08,4,1,NULL,2016-07-30
28155,ACIDENTE,"FALHA DO MOTOR EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2006-12-19,18:30:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
29861,ACIDENTE,"FALHA DO MOTOR EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2007-07-21,18:20:00,SIM,SERIPA-3,FINALIZADA,A-128/CENIPA/2011,1,2011-12-21,3,1,NULL,2016-07-30
53567,"INCIDENTE GRAVE","FUMAÇA NA CABINE","RIO DE JANEIRO",RJ,BRASIL,SBJR,2015-11-16,18:37:00,SIM,SERIPA-3,ATIVA,IG-152/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
45393,ACIDENTE,"PERDA DE CONTROLE NO SOLO","RIO DE JANEIRO",RJ,BRASIL,SBJR,2012-01-22,20:25:00,SIM,SERIPA-3,FINALIZADA,A-076/CENIPA/2013,1,2013-10-21,0,1,1,2016-07-30
41729,ACIDENTE,"PERDA DE CONTROLE EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2010-06-25,13:05:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
38844,ACIDENTE,"POUSO BRUSCO","RIO DE JANEIRO",RJ,BRASIL,****,2009-12-22,22:00:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
35176,ACIDENTE,"PERDA DE CONTROLE EM VOO","RIO DE JANEIRO",RJ,BRASIL,SBJR,2009-02-16,18:20:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
46591,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","RIO DE JANEIRO",RJ,BRASIL,****,2012-11-21,11:47:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
60620,ACIDENTE,"PERDA DE CONTROLE EM VOO","RIO DE JANEIRO",RJ,BRASIL,SBJR,2015-12-15,16:50:00,SIM,SERIPA-3,ATIVA,A-168/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
38647,"INCIDENTE GRAVE","POUSO EM LOCAL NÃO PREVISTO","RIO DE JANEIRO",RJ,BRASIL,SBRJ,2009-09-24,13:52:00,SIM,CENIPA,FINALIZADA,IG-012/CENIPA/2014,1,2014-02-02,2,1,NULL,2016-07-30
36576,"INCIDENTE GRAVE","OUTROS TIPOS","RIO DE JANEIRO",RJ,BRASIL,SBGL,2008-01-20,05:13:00,SIM,CENIPA,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
42714,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2010-09-11,15:30:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
53499,"INCIDENTE GRAVE","POUSO LONGO","RIO DE JANEIRO",RJ,BRASIL,SBJR,2015-10-08,16:22:00,SIM,SERIPA-3,ATIVA,IG-136/CENIPA/2015,NULL,NULL,0,1,1,2016-07-30
48012,ACIDENTE,"PERDA DE CONTROLE EM VOO","RIO DE JANEIRO",RJ,BRASIL,SDHU,2013-05-08,15:30:00,SIM,SERIPA-3,ATIVA,A-091/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
29618,"INCIDENTE GRAVE","FALHA DE SISTEMA / COMPONENTE","RIO DE JANEIRO",RJ,BRASIL,SBJR,2007-06-16,13:05:00,SIM,SERIPA-3,FINALIZADA,IG-039/CENIPA/2010,1,2010-06-10,1,1,1,2016-07-30
35796,"INCIDENTE GRAVE","CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2009-01-26,23:45:00,SIM,CENIPA,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
52697,"INCIDENTE GRAVE","COM PÁRA-BRISAS / JANELA / PORTA","RIO DE JANEIRO",RJ,BRASIL,****,2014-11-03,17:40:00,SIM,SERIPA-3,ATIVA,IG-183/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
32055,"INCIDENTE GRAVE","PANE SECA","RIO DE JANEIRO",RJ,BRASIL,****,2008-04-03,18:30:00,SIM,SERIPA-3,FINALIZADA,IG-072/CENIPA/2010,1,2010-09-24,2,1,NULL,2016-07-30
44977,ACIDENTE,"SAÍDA DE PISTA","RIO DE JANEIRO",RJ,BRASIL,SBJR,2011-08-16,21:10:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
47894,"INCIDENTE GRAVE","PANE SECA","RIO DE JANEIRO",RJ,BRASIL,SBRJ,2013-04-24,18:45:00,SIM,SERIPA-3,ATIVA,IG-081/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
26660,ACIDENTE,"PERDA DE CONTROLE EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2006-02-28,16:57:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
42882,"INCIDENTE GRAVE","POUSO LONGO","RIO DE JANEIRO",RJ,BRASIL,SBJR,2010-09-17,18:46:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
45102,"INCIDENTE GRAVE","POUSO BRUSCO","RIO DE JANEIRO",RJ,BRASIL,****,2011-08-26,17:10:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
46839,ACIDENTE,"FALHA DO MOTOR EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2012-12-29,19:00:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
46172,ACIDENTE,"PANE SECA","RIO DE JANEIRO",RJ,BRASIL,****,2012-07-24,19:10:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
51020,"INCIDENTE GRAVE","DESCOMPRESSÃO NÃO INTENCIONAL /  EXPLOSIVA","RIO DE JANEIRO",RJ,BRASIL,SBGL,2014-02-28,19:10:00,SIM,CENIPA,ATIVA,IG-045/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
46263,"INCIDENTE GRAVE","POUSO LONGO","RIO DE JANEIRO",RJ,BRASIL,SBJR,2012-08-17,15:15:00,SIM,SERIPA-3,FINALIZADA,IG-540/CENIPA/2015,1,2015-08-25,3,1,1,2016-07-30
52536,ACIDENTE,INDETERMINADA,"RIO DE JANEIRO",RJ,BRASIL,****,2014-09-28,17:30:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
53118,ACIDENTE,"PERDA DE CONTROLE NO SOLO","RIO DE JANEIRO",RJ,BRASIL,****,2015-02-26,12:30:00,SIM,SERIPA-3,FINALIZADA,A-030/CENIPA/2015,1,2016-04-22,0,1,NULL,2016-07-30
42880,ACIDENTE,"POUSO LONGO","RIO DE JANEIRO",RJ,BRASIL,SBJR,2010-09-17,13:55:00,SIM,SERIPA-3,ATIVA,A-552/CENIPA/2016,NULL,NULL,0,1,1,2016-07-30
34696,"INCIDENTE GRAVE","FOGO EM VOO","RIO DE JANEIRO",RJ,BRASIL,SBGL,2008-11-01,04:13:00,SIM,CENIPA,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
47983,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","RIO DE JANEIRO",RJ,BRASIL,****,2013-05-02,19:00:00,SIM,SERIPA-3,ATIVA,A-086/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
39295,ACIDENTE,"PERDA DE CONTROLE EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2010-02-06,21:09:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
50097,"INCIDENTE GRAVE","POUSO LONGO","RIO DE JANEIRO",RJ,BRASIL,SBGL,2013-10-27,19:22:00,SIM,CENIPA,FINALIZADA,IG-195/CENIPA/2013,1,2016-06-30,2,1,NULL,2016-07-30
45065,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","RIO DE JANEIRO",RJ,BRASIL,****,2011-09-10,23:30:00,SIM,SERIPA-3,FINALIZADA,A-561/CENIPA/2011,1,2016-03-18,2,1,NULL,2016-07-30
51018,"INCIDENTE GRAVE","TRÁFEGO AÉREO","RIO DE JANEIRO",RJ,BRASIL,SBJR,2014-04-16,17:07:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
31864,ACIDENTE,"OUTROS TIPOS","RIO DE JANEIRO",RJ,BRASIL,****,2008-03-02,14:41:00,SIM,SERIPA-3,FINALIZADA,A-013/CENIPA/2010,1,2010-04-06,12,1,NULL,2016-07-30
53235,ACIDENTE,"PERDA DE CONTROLE EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2015-04-21,13:00:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
43984,"INCIDENTE GRAVE","PANE SECA","RIO DE JANEIRO",RJ,BRASIL,SBJR,2011-02-05,18:37:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
42250,ACIDENTE,"PERDA DE CONTROLE NO SOLO","RIO DE JANEIRO",RJ,BRASIL,SBRJ,2010-08-12,12:26:00,SIM,SERIPA-3,FINALIZADA,A-001/CENIPA/2012,1,2012-02-22,19,1,1,2016-07-30
39326,ACIDENTE,"OUTROS TIPOS","RIO DE JANEIRO",RJ,BRASIL,****,2009-10-17,13:20:00,SIM,SERIPA-3,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
45588,ACIDENTE,"CAUSADO POR FENÔMENO METEOROLÓGICO EM VOO","RIO DE JANEIRO",RJ,BRASIL,****,2012-02-07,20:56:00,SIM,CENIPA,FINALIZADA,A-009/CENIPA/2013,1,2013-12-12,0,1,NULL,2016-07-30
52698,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO","CORREIA PINTO",SC,BRASIL,SBLJ,2014-11-15,17:10:00,SIM,SERIPA-5,FINALIZADA,IG-186/CENIPA/2014,1,2015-11-16,0,1,NULL,2016-07-30
50791,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","SANTA MARIA MADALENA",RJ,BRASIL,****,2014-01-12,13:50:00,SIM,SERIPA-3,FINALIZADA,A-013/CENIPA/2014,1,2015-04-30,0,1,NULL,2016-07-30
39405,ACIDENTE,"PERDA DE CONTROLE EM VOO",ITIQUIRA,MT,BRASIL,****,2010-02-07,11:30:00,SIM,SERIPA-6,FINALIZADA,A-032/CENIPA/2011,1,2011-07-21,1,1,NULL,2016-07-30
43900,ACIDENTE,"POUSO EM LOCAL NÃO PREVISTO",ITIQUIRA,MT,BRASIL,****,2011-02-19,11:30:00,SIM,SERIPA-6,FINALIZADA,"ENCERRADA NO RAI",NULL,NULL,0,1,NULL,2016-07-30
31995,ACIDENTE,"FALHA DO MOTOR EM VOO",ITIQUIRA,MT,BRASIL,****,2008-03-01,19:30:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
47926,ACIDENTE,"OUTROS TIPOS","CAPÃO DA CANOA",RS,BRASIL,SSKK,2013-04-07,15:00:00,***,SERIPA-5,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
34516,ACIDENTE,"PERDA DE CONTROLE EM VOO","CAPÃO DO LEÃO",RS,BRASIL,****,2008-11-15,13:30:00,SIM,SERIPA-5,ATIVA,A-536/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
35680,ACIDENTE,"FALHA DO MOTOR EM VOO","CAPÃO DO LEÃO",RS,BRASIL,****,2009-01-13,19:50:00,SIM,SERIPA-5,FINALIZADA,A-060/CENIPA/2011,1,2011-08-29,3,1,NULL,2016-07-30
31861,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO",IVINHEMA,MS,BRASIL,****,2008-03-01,14:00:00,SIM,SERIPA-4,FINALIZADA,A-040/CENIPA/2012,1,2012-06-04,3,1,NULL,2016-07-30
52979,ACIDENTE,"FALHA DO MOTOR EM VOO",IVINHEMA,MS,BRASIL,****,2015-01-02,14:50:00,SIM,SERIPA-4,ATIVA,A-002/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
49612,ACIDENTE,"PERDA DE CONTROLE NO SOLO",CARAZINHO,RS,BRASIL,SSKZ,2013-09-05,20:20:00,SIM,SERIPA-5,FINALIZADA,A-161/CNIPA/2013,1,2014-03-28,0,1,NULL,2016-07-30
50347,ACIDENTE,"PERDA DE CONTROLE NO SOLO",CARAZINHO,RS,BRASIL,SSKZ,2013-12-30,11:35:00,SIM,SERIPA-5,FINALIZADA,A-231/CENIPA/2013,1,2014-04-28,0,1,NULL,2016-07-30
28133,"INCIDENTE GRAVE","PERDA DE COMPONENTE EM VOO",CARAZINHO,RS,BRASIL,****,2006-12-17,21:40:00,SIM,SERIPA-5,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
51654,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO",CARAZINHO,RS,BRASIL,SSIJ,2014-06-30,21:12:00,SIM,SERIPA-5,FINALIZADA,A-116/CENIPA/2014,1,2015-05-15,0,1,NULL,2016-07-30
49619,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",CARAZINHO,RS,BRASIL,SSKZ,2013-08-31,15:10:00,SIM,SERIPA-5,FINALIZADA,IG-156/CENIPA/2013,1,2014-06-16,0,1,NULL,2016-07-30
43042,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO",CARAZINHO,RS,BRASIL,SSKZ,2010-09-15,20:00:00,SIM,SERIPA-5,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
51445,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",CARAZINHO,RS,BRASIL,SSKZ,2014-05-09,16:05:00,SIM,SERIPA-5,FINALIZADA,IG-094/CENIPA/2014,1,2015-03-06,0,1,1,2016-07-30
45312,"INCIDENTE GRAVE","FALHA DE SISTEMA / COMPONENTE",CAMPINORTE,GO,BRASIL,****,2011-10-17,17:00:00,SIM,SERIPA-6,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
27569,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO","MONTE ALEGRE",PA,BRASIL,****,2006-05-02,20:00:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
52240,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO",CASCAVEL,PR,BRASIL,SBCA,2012-05-25,20:45:00,SIM,SERIPA-5,FINALIZADA,IG-601/CENIPA/2014,1,2014-10-13,0,1,NULL,2016-07-30
27060,"INCIDENTE GRAVE","FALHA DE SISTEMA / COMPONENTE",CASCAVEL,PR,BRASIL,SBCA,2006-05-27,20:48:00,SIM,SERIPA-5,ATIVA,"A DEFINIR",NULL,NULL,0,1,1,2016-07-30
39156,"INCIDENTE GRAVE","FOGO EM VOO",CASCAVEL,PR,BRASIL,****,2010-01-10,23:15:00,SIM,SERIPA-5,FINALIZADA,I-004/CENIPA/2011,1,2011-06-30,2,1,NULL,2016-07-30
53581,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",CASCAVEL,PR,BRASIL,SBCA,2015-11-06,18:50:00,***,SERIPA-5,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
50233,ACIDENTE,"COM HÉLICE",CASCAVEL,PR,BRASIL,SBCA,2013-12-15,14:25:00,***,SERIPA-5,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
46446,"INCIDENTE GRAVE","PERDA DE CONTROLE NO SOLO",CASCAVEL,PR,BRASIL,SBCA,2012-09-28,17:30:00,SIM,CENIPA,FINALIZADA,IG-537/CENIPA/2014,1,2016-06-03,1,1,1,2016-07-30
41053,ACIDENTE,"CFIT - COLISÃO EM VOO CONTROLADO COM O TERRENO",CASCAVEL,PR,BRASIL,SBCA,2010-05-19,08:10:00,SIM,SERIPA-5,FINALIZADA,A-034/CENIPA/2012,1,2012-03-22,2,1,NULL,2016-07-30
45399,"INCIDENTE GRAVE","FALHA DO MOTOR EM VOO",MUANÁ,PA,BRASIL,****,2012-01-18,17:35:00,SIM,SERIPA-1,FINALIZADA,IG-074/CENIPA/2013,1,2014-08-15,0,1,NULL,2016-07-30
52812,ACIDENTE,"PERDA DE CONTROLE EM VOO","SÃO MATEUS",ES,BRASIL,SNMX,2014-11-30,19:18:00,***,SERIPA-3,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
49156,ACIDENTE,"PERDA DE CONTROLE NO SOLO",CASTRO,PR,BRASIL,SSQT,2013-07-26,18:25:00,SIM,SERIPA-5,FINALIZADA,A-137/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
34080,ACIDENTE,"FALHA DO MOTOR EM VOO",JARAGUARI,MS,BRASIL,****,2008-08-05,19:00:00,SIM,SERIPA-5,FINALIZADA,A-051/CENIPA/2009,1,2009-11-16,14,1,NULL,2016-07-30
30979,ACIDENTE,"FALHA DO MOTOR EM VOO",GUAIÚBA,CE,BRASIL,****,2006-09-19,09:36:00,SIM,SERIPA-2,FINALIZADA,A-018/CENIPA/2012,1,2012-03-22,2,1,NULL,2016-07-30
53194,ACIDENTE,"POUSO EM LOCAL NÃO PREVISTO","GUARACIABA DO NORTE",CE,BRASIL,SWBE,2015-03-26,20:30:00,SIM,SERIPA-2,FINALIZADA,A-046/CENIPA/2015,1,2016-06-23,0,1,1,2016-07-30
34858,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO",CATANDUVAS,PR,BRASIL,****,2008-12-18,10:00:00,SIM,SERIPA-5,ATIVA,A-538/CENIPA/2016,NULL,NULL,0,1,NULL,2016-07-30
53543,ACIDENTE,"PERDA DE CONTROLE NO SOLO",JARDIM,MS,BRASIL,SSJI,2015-10-21,14:30:00,SIM,SERIPA-4,ATIVA,A-138/CENIPA/2015,NULL,NULL,0,1,NULL,2016-07-30
43003,ACIDENTE,"PERDA DE CONTROLE EM VOO",JARDIM,MS,BRASIL,****,2010-09-18,18:30:00,SIM,SERIPA-4,FINALIZADA,"ENCERRADA NO RAI",NULL,NULL,0,1,NULL,2016-07-30
50994,ACIDENTE,"FALHA DO MOTOR EM VOO","HUMBERTO DE CAMPOS",MA,BRASIL,****,2014-03-24,13:30:00,SIM,SERIPA-1,FINALIZADA,A-062/CENIPA/2014,1,2015-02-09,2,1,NULL,2016-07-30
45529,ACIDENTE,"POUSO EM LOCAL NÃO PREVISTO","NOVO PROGRESSO",PA,BRASIL,****,2011-12-21,16:50:00,***,SERIPA-1,NULL,NULL,NULL,NULL,0,1,NULL,2016-07-30
31475,ACIDENTE,"FALHA DO MOTOR EM VOO","NOVO PROGRESSO",PA,BRASIL,SJNP,2008-01-06,19:00:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,NULL,2016-07-30
51751,ACIDENTE,"COLISÃO EM VOO COM OBSTÁCULO","NOVO PROGRESSO",PA,BRASIL,****,2014-07-25,11:53:00,SIM,SERIPA-1,ATIVA,A-128/CENIPA/2014,NULL,NULL,0,1,NULL,2016-07-30
53255,ACIDENTE,INDETERMINADA,"NOVO PROGRESSO",PA,BRASIL,SJNP,2015-05-09,17:30:00,SIM,SERIPA-1,FINALIZADA,A-070/CENIPA/2015,1,2015-11-16,0,1,NULL,2016-07-30
50342,ACIDENTE,"OUTROS TIPOS","NOVO PROGRESSO",PA,BRASIL,SJNP,2013-12-04,14:30:00,SIM,SERIPA-1,ATIVA,A-213/CENIPA/2013,NULL,NULL,0,1,NULL,2016-07-30
29796,ACIDENTE,"COLISÃO COM OBSTÁCULO NO SOLO","NOVO PROGRESSO",PA,BRASIL,****,2007-07-11,10:30:00,SIM,SERIPA-1,ATIVA,"A DEFINIR",NULL,NULL,0,1,0,2016-07-30
